,food_name,review,url,location,reviewer_score,average_score
6373,Chidori - Coffee In Bed - Sư Vạn Hạnh,"- Giá cả: mình kêu gói feeling home (154k), 2 thức uống green river float 75k và day dreaming juice 60k - Khẩu vị: green river float là trà matcha ngon, có kem trà xanh chocolate phía trên. day dreaming ...",https://www.foody.vn/ho-chi-minh/chidori-coffee-in-bed-su-van-hanh.xudx6a/binh-luan-12701740,Quận 10,5.6,9.0
6374,Auntie Kim - Trà Sữa - 3 Tháng 2,Trà sữa khoai môn size L món này phải nói là món ruột khi đến quán. Vị trà sữa khoai môn rất đặc biệt uống không ngán luôn. Món này không cần order thêm topping vì trong ly nước cũng đã có sẵn khoai môn ...,https://www.foody.vn/ho-chi-minh/auntie-kim-tra-sua-3-thang-2/binh-luan-5991870,Quận 10,8.2,7.3
6375,Phở Vân - Bà Hạt,"Hôm nay tôi tới ăn 2 tô phở, tô phở 35,000 mà chất lượng chẳng tương xứng gì. Tôi gọi tô gầu gân thì được 2 cục gân chưa bằng đầu ngón tay cái, gầu thì lèo tèo 3 miếng cỡ 3cm chiều ngang còn bề dầy thì ...",https://www.foody.vn/ho-chi-minh/pho-van-ba-hat/binh-luan-8559237,Quận 10,7.4,7.4
6376,Bún Đậu Mắm Tôm A Chảnh - Tô Hiến Thành,Ngon nha.                                                                     ,https://www.foody.vn/ho-chi-minh/bun-dau-mam-tom-a-chanh/binh-luan-11613197,Quận 10,1.0,
6377,Trà Sữa Luân Mập - Hùng Vương,"1 ly ts phô mai viên, plan phô mai, thạch phô mai và củ năng Rất ngon và nghiện",https://www.foody.vn/ho-chi-minh/tra-sua-luan-map-hung-vuong/binh-luan-11134683,Quận 10,9.6,9.1
6378,Mì Xào Ốc - Bà Hạt,"Mình đặt ăn trưa mới hôm kia à , đặt giao hàng nên không rõ quán thế nào nữa , rõ là đặt Mì xào bò rau muống 25k nhưng nhận thì chuẩn phải là RAU MUỐNG XÀO MÌ THÊM XÍU BÒ . Được ưu điểm là đậm vị thôi ...",https://www.foody.vn/ho-chi-minh/mi-xao-oc-ba-hat/binh-luan-4572464,Quận 10,10.0,8.7
6379,Cháo Sườn Rau Củ,"Mấy hôm không biết ăn sáng món gì nên tấp vô mua đại đem lên chỗ ăn. Ai ngờ cháo sườn chỗ này ngon thật. Cháo đặc, sườn nhiều, hôm mình mua trúng mấy cục sườn có gân đúng ý mình thích luôn. Ở đây cô chủ ...",https://www.foody.vn/ho-chi-minh/chao-suon-rau-cu/binh-luan-1069620,Quận 10,10.0,10.0
6380,Hủ Tiếu Mì Người Hoa - Nguyễn Tiếu La,"Đồ ăn khá phong phú, thích gì cứ dặn cô chủ quán nhé, nước dùng nấu xương ngọt thanh, rau giá sạch sẽ, tự tay sơ chế hết kể cả sate. Quán dễ kím lắm ( ngã tư Nguyễn Tiểu La với Vĩnh Viễn) có không gian ...",https://www.foody.vn/ho-chi-minh/hu-tieu-mi-nguoi-hoa-nguyen-tieu-la/binh-luan-315092,Quận 10,7.4,7.1
6381,Gỏi Thái Châu Lạc Thảo - Gỏi Thái - Hồ Thị Kỷ,Ngon nhaaaa Ăn rất nhìu chỗ. Nhưng ở đây hợp vị nhất                           ,https://www.foody.vn/ho-chi-minh/goi-thai-chau-lac-thao-goi-thai-ho-thi-ky.qvky9x/binh-luan-14587534,Quận 10,7.6,
6382,Cơm Tấm Phúc Lộc Thọ - Cao Thắng,"Canh rong biển is the best á mấy bạn. Ăn nhiều chỗ rồi, không chỗ nào ngon bằng. Tui bị cái tính ko có canh là ko ăn được, nói chung chỗ này là chân ái luôn á",https://www.foody.vn/ho-chi-minh/com-tam-phuc-loc-tho-cao-thang/binh-luan-12362688,Quận 10,6.2,6.8
6383,Há Cảo Xíu Mại Dương Ký,"Quán chỉ bán mang đi, không gian quán cũng là chỗ các cô chú nhân viên quán lăn bột, trộn nhân, hấp và bán cho khách. Mình rất hay order há cảo ở đây, viên há cảo to, nhân nhiều, vỏ bánh không dày nên ...",https://www.foody.vn/ho-chi-minh/ha-cao-xiu-mai-duong-ky/binh-luan-7200134,Quận 10,1.0,6.3
6384,Alluvia - The Chocolate House,Mình tới đây chỉ mua mang về thôi. Nghe nói là cacao ở đây được trồng hữu cơ gì đo nên rất nguyên chất và rất ngon nên mua ly đá xay về uống thư. Thíh nhất là vị ngon ko giống milo & có vị cacao đắng ...,https://www.foody.vn/ho-chi-minh/alluvia-the-chocolate-house/binh-luan-863952,Quận 10,8.2,6.7
6385,T&T House Coffee,Đồ uống chủ yếu cafe và trà đa dạng. Phù hợp dân văn phòng sinh viên cần không gian yên tĩnh Trà sữa ko béo vừa miệng. Cần thêm nhiều topping nữa sẽ ngon hơn.,https://www.foody.vn/ho-chi-minh/coffee-t-and-t/binh-luan-2478539,Quận 10,8.4,8.4
6386,Bánh Bò Thốt Nốt Nguyễn Sơn - Giao Hàng Tận Nơi - Vĩnh Viễn,"Mình đặt đồ ăn bên shop, khi nhận được bánh đã bị ôi thiu, phải bỏ hết cả hộp cả trăm ngàn, nếu lỡ ăn vào ngộ độc thì ai là người chịu trách nhiệm?, shop không phản hồi bình luận hoặc liên hệ giải quyết ...",https://www.foody.vn/ho-chi-minh/banh-bo-thot-not-nguyen-son-giao-hang-tan-noi-vinh-vien/binh-luan-13244837,Quận 10,9.0,8.2
6387,CAJUN 379,"Các loại đồ ăn ở đây nhiều quá, ngon quá đi mất thôi. Giá thì tiền nào của ấy thôi á. Nói chung sẽ quay lại ủng hộ quán nhiều hơn nữa nhá",https://www.foody.vn/ho-chi-minh/cajun-tom-379/binh-luan-14583436,Quận 10,7.0,6.9
6388,Cô 9 - Phở & Lẩu Xí Quách,"Quán phở, lẩu xí quách Cô 9 ở quận 10. Quánbtuy nhỏ nhưng phở rất ngon, nước dùng khá đậm vị và trong. Quán sạch sẽ gọn gàng. Đặc biệt có lẩu xí quách rất ngon phù hợp gia đình sum họp",https://www.foody.vn/ho-chi-minh/co-9-pho-lau-xi-quach/binh-luan-1988455,Quận 10,8.2,8.2
6389,Bún Bò Quê Mạ,Mình tí thì nghẹn vì ăn cục gân trời ơi cứng không tưởng 😭 Đặt qua beamin mọi thứ ổn chỉ trừ việc hơi ít bún với có hành dù mình note không hành. Gân quá cứng nhai mãi không đứt 😭,https://www.foody.vn/ho-chi-minh/bun-bo-que-ma/binh-luan-13383816,Quận 10,10.0,8.5
6390,Cô Liên - Bún Mắm & Bún Bò,"Quán cô này lâu lắm rồi nè, mà chỉ bán buổi sáng thôi, tầm 9-10h là bán hết rồi. Đồ ăn ngon, chất lượng, tô bún bò đầy đủ chả, gân, thịt tái, .. chỉ 25k thôi, mình hay ăn bún mắm tô đặc biệt 45k, quá ...",https://www.foody.vn/ho-chi-minh/co-lien-bun-mam-bun-bo/binh-luan-2030988,Quận 10,7.4,7.4
6391,Lẩu Cá Cô Thư,"Mình thấy quán có món cá kèo chiên ăn ngon, đặc biệt nước mắm me mình rât thích. Về phần lẫu thì bữa mình đặt lẫu cá bóp nhưng nói chung ăn cũng được, rau cho nhiều, giá cả thì tạm ổn.Quán bình dân, phục ...",https://www.foody.vn/ho-chi-minh/lau-ca-co-thu/binh-luan-13402247,Quận 10,8.0,7.8
6392,Mực Rim Me - Đặc Sản Phan Thiết - Shop Online,"Từ lần đầu ăn mực rim me khi đi biển miền Trung mình đã mê món này rồi nên đi du lịch hay công tác đều mua về . Nhãn hiệu Đầm Sen có tiếng rồi , hên ở Sài Gòn có tiệm bán online , phân phối từ hãng nên ...",https://www.foody.vn/ho-chi-minh/muc-rim-me-dac-san-phan-thiet-shop-online/binh-luan-1264760,Quận 10,5.2,6.2
6393,Thai ToGo - Món Thái - Sư Vạn Hạnh,"Đặt hộp gỏi thập cẩm 60k ko tính ship mà có mỗi con ba khía và mấy miếng tôm khô, xĩu ngang thật sự, nó chua lè, ship tới đổ tè le",https://www.foody.vn/ho-chi-minh/thai-togo-mon-thai/binh-luan-12235226,Quận 10,9.0,6.1
6394,Sữa Chua Trân Châu Hạ Long - Nguyễn Tri Phương,"Sữa chua quán này khá ngon , không bị đá răm , vị ngọt vừa đủ còn có thêm hoa quả tươi ăn kèm . Quán veiw thoáng mát nên đưa trẻ con đi tha hồ vui chơi !",https://www.foody.vn/ho-chi-minh/sua-chua-tran-chau-ha-long-nguyen-tri-phuong/binh-luan-12874592,Quận 10,7.2,7.3
6395,Cơm & Bánh Mì Sài Gòn - Cao Thắng,"Sáng ăn bánh mì bên cô bánh mì đặc ruột, nóng giòn, gả rô ti thấm vị, pate và đồ chua rất ngon, ớt cô bỏ bánh mì rất cay, bạn nào k ăn cay được nhớ dặn cô. Lần sau sẽ thử các vị khác ^^",https://www.foody.vn/ho-chi-minh/com-banh-mi-sai-gon-cao-thang/binh-luan-3421700,Quận 10,7.0,7.8
6396,Quán Chay Thanh Ái,"Mình hay đặt món ở quán giao về nhà, dù ở xa thì cơm nhận lúc nào cũng còn nóng. Mình thích nhất là cơm sa tế ở đây, cay cay. Giá 35k cho 1 phần cơm nhiều đồ ăn với canh mình thấy khá là hợp lý.",https://www.foody.vn/ho-chi-minh/quan-chay-thanh-ai/binh-luan-6916181,Quận 10,4.2,7.1
6397,"Cháo, Hoành Thánh & Bò Kho","I have been eating here since i was a child, that is at least 30+ years ago! Even my uncle in district 5 would come here for their wonton skin noodle soup. Every year that i’m back in Saigon, i would ...",https://www.foody.vn/ho-chi-minh/chao-hoanh-thanh-bo-kho/binh-luan-4045381,Quận 10,7.4,6.9
6398,Laha Coffee - Đồng Nai,"Lần đầu tiên mua trà đào mà không có miếng đào luôn á 🤣, mình order 1 trà đào size vừa giá 25k, cứ nghĩ mặc định trà đào nhất định sẽ có miếng đào nhưng không nha, trà đào ở đây phải order thêm mới có ...",https://www.foody.vn/ho-chi-minh/laha-coffee-dong-nai/binh-luan-7389493,Quận 10,9.2,8.1
6399,Bánh Mì Nướng & Rong Biển Lắc Tỏi Phi,"Tình cờ đi qua đoạn này thì thấy cô đang chuẩn bị dọn hàng đón khách. Nằm ngay trên vỉa hè đối diện trường quốc tế Việt Úc nên ko khó để tìm. Cô bán 3 món là bánh mì nướng, rong biển lắc tỏi phi 15k và ...",https://www.foody.vn/ho-chi-minh/banh-mi-nuong-rong-bien-lac-toi-phi/binh-luan-850667,Quận 10,4.4,6.5
6400,Xóm Chài Quán - Trường Sơn,"Thích lắm các ông ạ :D :D :D quán này hợp nhất để nhậu nhưng tụ tập gia đình thì vẫn ok tới bến luôn nhé . Vào quán thích lắm, trang trí theo kiểu làng chài xong lại pha chút nhật bản menu thì cực phong ...",https://www.foody.vn/ho-chi-minh/xom-chai-quan-truong-son/binh-luan-1286095,Quận 10,8.0,8.9
6401,Bánh Canh Giò Heo - Bà Hạt,"Quán nằm gần đầu Bà Hạt- Nguyễn Tri Phương. Ở đât có beefsteak với cả bánh canh. Chỗ ngồi trong nhà 7-8 cái bàn. Trông cũng hơi cũ, được thôi chớ cũng không mấy gọn gàng, sạch sẽ. Menu có dán trên tường. Mình ...",https://www.foody.vn/ho-chi-minh/banh-canh-gio-heo-ba-hat/binh-luan-1710826,Quận 10,8.2,8.0
6402,Bún Vịt Thủy - Lý Thái Tổ,"Ngon ,chất lượng !quán nay tren 40 năm rồi nha ,rất ngon                     ",https://www.foody.vn/ho-chi-minh/bun-vit-thuy-ly-thai-to/binh-luan-6985616,Quận 10,9.6,8.8
6403,MiuTea - Milo Dằm & Cá Viên,"Bình thường quán này bán bánh flan ngon lắm, Em chung với Milo dam là tuyệt luôn Hôm nay đặt về quá thất vọng, Banh flan quá dở",https://www.foody.vn/ho-chi-minh/miutea-milo-dam-ca-vien/binh-luan-6625786,Quận 10,8.2,7.8
6404,Chè Bưởi & Bánh Flan - Ngô Quyền,"Ây ngon số 1 luôn nha. mình ăn nhiều chỗ rồi nhưng vẫn cha61nm chỗ này nhất. ngon-bổ-rẻ luôn. mình dẫn và chỉ bạn bè, người thân đến ăn ai nấy đều okiela luôn. đợt có bầu thèm quá từ Gò Vấp 9h tối chạy ...",https://www.foody.vn/ho-chi-minh/tau-hu-banh-flan-ngo-quyen/binh-luan-8351389,Quận 10,1.6,6.3
6405,Cafe & Cơm Văn Phòng - Lý Thường Kiệt,"Cơm tấm ở đây rất ngon, thịt mềm và thơm, thấm đều gia vị. Hôm nay mình đi 1 mình nên chỉ gọi sườn thôi (mọi khi ăn sườn bì hoặc chả hoặc trứng) ngon hết sẩy lun :3, miếng sườn lại to, còn có chén canh ...",https://www.foody.vn/ho-chi-minh/cafe-com-van-phong-ly-thuong-kiet/binh-luan-263261,Quận 10,8.0,7.7
6406,Minh Phúc - Cơm Văn Phòng & Bún Thịt Nướng,"Đặt bún bò không có tô đành chấp nhận do không ghi chú. Nhưng đũa, muỗng cũng không. VÀ KHÔNG CÓ LUÔN BỊCH BÚN. Vừa bán vừa hít lá đu đủ chăng ?",https://www.foody.vn/ho-chi-minh/minh-phuc-com-van-phong-bun-thit-nuong/binh-luan-13650893,Quận 10,7.6,7.7
6407,Ba Gác Nướng & Bia - Trường Sơn,"Hù, món ăn xịn nhé. Giá quá ok. Không gian đẹp Mọi người nên thử món Cô Cô & Quá Nhi.",https://www.foody.vn/ho-chi-minh/ba-gac-nuong-bia-truong-son/binh-luan-3298859,Quận 10,7.4,6.8
6408,Num Bò Chóc - Bún Kèn Nam Vang,"Hôm trời mưa vô tình tìm thấy quán, quán nhỏ nằm trong hẻm lận nên hơi khó tìm 🤣🤣🤣 nghe đồn quá trời nên ăn thử.... Phải gọi là tuyệt cú mèo mọi người ạ, chị chủ quán nhiệt tình dễ thương, bún thì ...",https://www.foody.vn/ho-chi-minh/num-bo-choc-bun-ken-nam-vang/binh-luan-2916198,Quận 10,7.4,8.9
6409,Ái Ngân - Bánh Mì Heo Quay,"🥖Lò bánh mì Ái Ngân nằm trên đường Bà_Hạt. Ở đây khá nhiều người ghé mua vì bánh mì có độ giòn, và ăn rất ngon. 🥖 Ngoài lò bánh mì, bán bánh mì không 3k ổ nhỏ, ở tiệm còn bán bánh mì thịt, bánh mì heo ...",https://www.foody.vn/ho-chi-minh/ai-ngan-banh-mi-heo-quay/binh-luan-3956697,Quận 10,7.8,7.1
6410,Happy BBQ 1 Xiên Nướng Đồng Giá 5K - Sư Vạn Hạnh,"Quán khá rộng, đi ngày thường nên không đông khách mấy, gửi xe chung bãi với sân bóng, 5k. Quán chỉ có ngồi ngoài thôi. Menu cũng nhiều món, giá cả phải chăng, các món xiên nướng thì đồng giá 7k. Gọi ...",https://www.foody.vn/ho-chi-minh/happy-bbq-4-xien-nuong-su-van-hanh/binh-luan-6770337,Quận 10,6.4,7.8
6411,Sushi Viên Ông Chủ Nhỏ - 78 Nguyễn Tiểu La,"Mình thường đến ăn tại quán nên không rõ chất lượng take out, đồ tại quán rất ngon và tươi, nhân viên nhiệt tình, giá cả rất rẻ. Quán nằm mặt tiền nhưng đường nhỏ cũng hơi khó tìm, có chỗ giữ xe, không ...",https://www.foody.vn/ho-chi-minh/sushi-vien-ong-chu-nho-78-nguyen-tieu-la/binh-luan-9557879,Quận 10,4.2,6.3
6412,Ốc T2,"Mình hay ghé T2 đơn giản trước hết là vì quán có món ốc nhảy mà mình cực thích và sau là giá hợp lý phải chăng, các món ốc của quán tươi, chế biến vừa miệng, giá rất ổn so với chất lượng, đặc biệt là ...",https://www.foody.vn/ho-chi-minh/oc-t2/binh-luan-2470215,Quận 10,7.4,7.0
6413,Lẩu Bò Hoàng Thu - Hồ Thị Kỷ,"Mình định ăn lẩu cô Thảo mà bọn nhân viên chèo kéo lừa vào đây,chất lượng tạm hơi ngọt, đồ topping tốn tiền thêm , không gian ngồi khá mệt mỏi",https://www.foody.vn/ho-chi-minh/hoang-thu-lau-bo-ho-thi-ky/binh-luan-9550299,Quận 10,10.0,8.9
6414,Con Gà Nướng - Thành Thái,Chội ôi! Gà nướng xá xíu ngon nhức cái nách! Mình khoái kiểu nướng ráo dị nè :)) Nhiều người thích mỡ màng còn tuôi thích nhai vào sần sật. Sẽ ủng hộ nhiều nhiều luôn! Còn được tặng nước giải khát vị ...,https://www.foody.vn/ho-chi-minh/con-ga-nuong-thanh-thai/binh-luan-14555149,Quận 10,7.0,7.0
6415,Bún Online - Giao Hàng Tận Nơi,"Đang đi chơi thì nhặt được tờ rơi của quán này, cũng kẹp vào xe chứ chẳng để ý lắm. Buổi trưa về nhà thấy đói bụng, có mấy thằng bạn qua chơi mà đứa nào cũng lười đi ăn, sực nhớ lại tờ rơi buổi sáng thấy ...",https://www.foody.vn/ho-chi-minh/bun-online-giao-hang-tan-noi/binh-luan-285472,Quận 10,8.4,7.4
6416,Salad Poki Katuri,Mong quí khách hàng thông cảm                                                 ,https://www.foody.vn/ho-chi-minh/salad-poki-katuri/binh-luan-14554318,Quận 10,8.4,8.0
6417,Đà Lạt Quán - Mì Quảng Xắp Xắp,"Người ĐL nên xuống SG rồi vẫn thích tìm mấy món thân thương quê nhà 😂😂 được 1 chị bạn chỉ chỗ này, giới thiệu bánh căn ngon lắm, tót đi thì trúng hôm k bán bánh căn, cuối tuần mới có bánh căn :( Quán ...",https://www.foody.vn/ho-chi-minh/da-lat-quan-mi-quang-xap-xap/binh-luan-1057529,Quận 10,3.4,7.2
6418,Rich Cha - Khoai Bong Bóng,"Khoai bong bóng chuẩn bị Đài Loan, quán do người Đài chế biến nên hương vị chất lượng ngon miễn chê nha. Khoai nguyên liệu đa phần đều từ Đài luôn, 5 màu mỗi màu là mỗi vị khoai khác nhau. Ăn nóng khá ...",https://www.foody.vn/ho-chi-minh/rich-cha-khoai-bong-bong/binh-luan-14552146,Quận 10,7.4,6.8
6419,Rosa House - Tiệm Bánh Online,Mua hàng lần 2 mới review Thấy trên shopee có tiệm bánh này nhiều ng mua khen ngon nên mua theo Lần đầu có chút sai sót giao thiếu bánh nhưng shop rất có trách nhiệm giao đủ bánh thiếu lại cho khách ...,https://www.foody.vn/ho-chi-minh/rosa-house-tiem-banh-online/binh-luan-3658943,Quận 10,6.8,7.1
6420,"Thằng Đậu - Bún Bò, Lẩu Bò & Cơm","Lẩu nhiều và thơm ngon, sợi phở dai mềm, ăn kèm với nước lẩu nóng, hơi cay kích thích vị giác. Gọi 1 lẩu nhỏ 270k 2 đứa ăn không hết phải xin gói mang về. Tuy nhiên,***bò nướng hơi mặn, bị nướng quá chín ...",https://www.foody.vn/ho-chi-minh/thang-dau/binh-luan-14548071,Quận 10,3.8,8.0
6421,Lines - Milktea & Coffee - Đường 3 Tháng 2,"Nước uống ok Giá sinh viên Phục vụ tốt Không gian vừa phải, nhưng khá thích hợp để ngồi học Nhà vs tạm ổn",https://www.foody.vn/ho-chi-minh/lines-milktea-coffee-duong-3-thang-2/binh-luan-12869205,Quận 10,7.0,7.0
6422,Trái Cây Tô - 229 Tô Hiến Thành,"Nhóm mình đi và order hơn nửa tiếng sau vẫn chưa có đủ món. Nhắc đi nhắc lại chủ quán 2, 3 lần chủ quán mới làm. Mình để ý có nhiều người đến sau mình thì lại có trước. Nên khá thất vọng về cách phục ...",https://www.foody.vn/ho-chi-minh/trai-cay-to-229-to-hien-thanh/binh-luan-11673055,Quận 10,1.8,6.8
6423,Bún Thịt Nướng Sang - Chợ Nguyễn Tri Phương,"Mới đặt bún và gỏi cuốn hôm nay. Đồ ăn đầy đặn,nước chấm vừa vặn,thịt và nem tuyệt vời. Giữa mùa dịch mà ăn được tô bún chất phải nói. Sẽ ủng hộ dài dài.",https://www.foody.vn/ho-chi-minh/bun-thit-nuong-sang-cho-nguyen-tri-phuong/binh-luan-4486334,Quận 10,8.0,7.5
6424,Bánh Mì Nướng Muối Ớt Cô Năm - Đường 3 Tháng 2,"Ngon, vị vừa ăn, bánh mì giòn, đáng thử nhé                                   ",https://www.foody.vn/ho-chi-minh/banh-mi-nuong-muoi-ot-co-nam/binh-luan-13174492,Quận 10,8.8,7.4
6425,Quán Gỗ - Bánh Xèo Rau Rừng Củ Hủ Dừa,"Đồ ăn ngon, nóng mới, nên nếu đông khách xí lên món sẽ chậm và bị hết món, có món xôi chiên bọc thịt ngon ơi là ngon, với món tôm càng nướng phô mai ngon bá chay, tôm to ngon.",https://www.foody.vn/ho-chi-minh/quan-go-banh-xeo-rau-rung-cu-hu-dua/binh-luan-11669615,Quận 10,9.2,
6426,Bánh Canh Cá Lóc - Bánh Bột Lọc Huế,"Quán nhỏ, trang trí thì không bắt mắt. Về đồ ăn, mình kêu 1 tô bún cá lóc, 1 tô bún chả cá Nha Trang. 2 tô đều rất nhiều hẹ. Cô thì rất dễ thương, còn người phụ cô bưng 2 tô để cái kịch là xong, phải ...",https://www.foody.vn/ho-chi-minh/banh-canh-ca-loc-banh-bot-loc-hue/binh-luan-10792395,Quận 10,8.8,8.8
6427,Highlands Coffee - Viettel CMT8,"Nằm trong toà nhà của Viettel nhưng không gian rộng rãi, thoải mái có cả trong nhà và ngoài trời; decor cũng khá đẹp. Nhân viên lịch sự và nhẹ nhàng. Đồ uống pha chế cũng ổn như các chi nhánh khác.",https://www.foody.vn/ho-chi-minh/highlands-coffee-viettel-tower/binh-luan-14538702,Quận 10,8.0,6.4
6428,Lẩu Bò & Xí Quách - Hòa Hưng,"Lẩu bò rất ngon luôn, giá bình dân mà thịt thì thơm. Đặc biệt các món xào cay cay mặn mặn ngon ghê.",https://www.foody.vn/ho-chi-minh/lau-bo-xi-quach-hoa-hung/binh-luan-13342682,Quận 10,7.6,7.6
6429,Vịt Cay Số 1 Singapore,Mình thật sự không biết vấn đề nằm ở chỗ nào nhưng mình bị đau bụng và thắt cơ bụng rất khó chịu khi ăn xong. Không biết mọi nguòie có bị như này không?,https://www.foody.vn/ho-chi-minh/vit-cay-so-1-singapore/binh-luan-3058255,Quận 10,7.6,7.6
6430,Bánh Tráng Nướng SuShi - Đường 3/2,"Mình ăn cũng nhiều tiệm bánh tráng nướng, tiệm này là 1 trong nhưng tiệm ngon ở Sài Gòn. Mình gọi topping phô mai. Bánh giòn tan nóng hổi, món này nên ăn nóng sẽ ngon hơn. Topping đầy ắp đậm đà. Phô ...",https://www.foody.vn/ho-chi-minh/banh-trang-nuong-sushi-duong-3-2/binh-luan-13648025,Quận 10,6.2,6.9
6431,YEP Juice - Nước Ép Nguyên Chất - Shop Online,"Mình theo trend cần tây chung, uống ở đây cũng được 10 ngày rồi, mỗi ngày 2 chai thấy tác dụng rất tốt. Da mướt mịn hơn, thải độc cơ thể, ngủ ngon hơn mỗi ngày... Cần tây ở đây tươi, nguyên chất, vị hơi ...",https://www.foody.vn/ho-chi-minh/yep-juice-nuoc-ep-nguyen-chat-shop-online/binh-luan-2854142,Quận 10,1.0,
6432,Quán Mai - Bún Bò Huế Bình Dân,"Theo mình cảm nhận là 10/10 luôn. Mình thích nhất ở quán là nước mắm chấm thơm rất đặc trưng. Bò viên ăn kh bị ngán, bò mềm. Chị chủ thì rất dễ thương. Mình sẽ ăn dài dàiiiiii.",https://www.foody.vn/ho-chi-minh/quan-mai-bun-bo-hue-binh-dan/binh-luan-2792952,Quận 10,10.0,9.6
6433,Sao Biển - Nhà Hàng Hải Sản,Chuyện là hôm 20/10 mình với sếp có đi gặp khách ở nhà hàng quận 10. Lúc tới khoảng tầm 3h chiều. Mới vô ngồi thì sếp mình có hỏi món nào được recommended nhiều giới thiệu cho anh em. Chị phục vụ đưa ...,https://www.foody.vn/ho-chi-minh/sao-bien-nha-hang-hai-san/binh-luan-8494117,Quận 10,9.0,8.4
6434,Đặc Sản Phan Rang 2 Phượng - Trường Sơn,"Đừng để thái độ của nhân viên khiến khách không bao giờ muốn quay lại. Mình và bạn đến lần đầu tiên nên dành chút thời gian xem menu chứ chưa gọi món ngay thì thái độ của bà nhân viên rất khó chịu, ...",https://www.foody.vn/ho-chi-minh/dac-san-phan-rang-2/binh-luan-14534301,Quận 10,7.4,7.4
6435,Dương Ký - Đặc Sản Dê,"Thịt nạt mỡ mềm, gia vị đậm đà lẩu dê 240k ăn oke. Trong hẻm mà rộng thoáng, có space đỗ xe bự, nhiều chỗ ngồii.",https://www.foody.vn/ho-chi-minh/duong-ky-dac-san-de/binh-luan-11651730,Quận 10,7.4,6.9
6436,Momocha - Trà Sữa & Trà Trái Cây,Mình uống từ hồi tháng 3 rồi giờ ở nhà review 😂 trà sữa đào uống khá ngon     ,https://www.foody.vn/ho-chi-minh/momocha-tra-sua-tra-trai-cay/binh-luan-13647446,Quận 10,8.0,8.0
6437,Quán Cơm Chay Thanh Lương,"Mình ăn chay nên ghé qua đây mua. Tiệm này nổi tiếng từ lâu rồi luôn. Sáng có bán mấy món như bún phở mì... Mình ăn cơm, gọi đại chứ cũng ko biết tên món :))). Đồ ăn ngon, canh chua ngon lắm, bì cuốn ...",https://www.foody.vn/ho-chi-minh/quan-com-chay-thanh-luong/binh-luan-4417622,Quận 10,1.0,6.4
6438,Dallas Cakes & Coffee - 3 Tháng 2,"Bánh ở đây rất phù hợp cho nhóm tổ chức party nhiều người chung với nhau. Vì bánh có nhiều vị, cũng chia sẵn thành những phần nhỏ nên mọi người dễ lấy ăn. Mình thích nhất là vị espresso. Vị bắp cũng ổn ...",https://www.foody.vn/ho-chi-minh/dallas-cakes-coffee-3-thang-2/binh-luan-7495558,Quận 10,7.4,7.3
6439,Sài Gòn Givral Bakery - Thành Thái,"Dạo này bánh kem bắp phổ biến quá ta. Đi đâu ai cũng đặt kem bắp cho dễ ăn thì phải. Nhóm mình mua bánh để chúc mừng các bạn có sinh nhật trong tháng. Bánh kem khá to phù hợp với hơn 10 người ăn nè, giá ...",https://www.foody.vn/ho-chi-minh/sai-gon-givral-bakery-thanh-thai/binh-luan-7660726,Quận 10,8.2,7.4
6440,Ngon - Cháo Ếch Singapore - Cách Mạng Tháng 8,"Lần đầu mình ăn, mình bất ngờ vì có nhiều ếch như vậy. Hương vị ngon, thơm. Có điều người ta làm hơi nhiều dầu hào. Cô chủ thân thiện",https://www.foody.vn/ho-chi-minh/ngon-chao-ech-singapore-cach-mang-thang-8/binh-luan-2882525,Quận 10,8.0,8.9
6441,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,"Mình ăn về thì bị đau bụng cả đêm luôn, thịt này thị bẩn chắc luôn ấy ạ, còn bơ thì nước không không như mình mong đợi. Sẽ không quay lại thêm lần nào nữa vì thật sự sợ",https://www.foody.vn/ho-chi-minh/a-tung-banh-mi-bo-nuong-bo-cambodia-le-hong-phong/binh-luan-9940386,Quận 10,3.8,7.3
6442,Gà 9 Quý - Nguyễn Chí Thanh,Quán 9 quy                                                                     ,https://www.foody.vn/ho-chi-minh/thanh-ga-9-quy/binh-luan-11762749,Quận 10,7.4,7.4
6443,Juve Coffee,Sữa tươi đường đen của quán pha rất hợp khẩu vị                               ,https://www.foody.vn/ho-chi-minh/juve-coffee/binh-luan-2153883,Quận 10,7.0,6.1
6444,Cơm Gà Tam Kỳ - Hòa Hảo,"Hình như lần đầu ăn món này á! (+) Hương vị: ok. CƠM GÀ TAM KÌ cơm này có màu vàng nhạt trong đẹp lắm, hạt cơm săn rời, ăn thì không thấy cái vị nước gà nhiều giống kiểu Hải Nam, mà có cái vị chính là ...",https://www.foody.vn/ho-chi-minh/com-ga-tam-ky-hoa-hao/binh-luan-2670208,Quận 10,8.0,8.6
6445,Cát Mộc Cafe - Tô Hiến Thành,"Mình rất thích cảm giác sau giờ làm ghé vào không gian quán như này để thư giãn. View đẹp, sẽ quay lại nhiều hơn ^^",https://www.foody.vn/ho-chi-minh/cat-moc-cafe-to-hien-thanh/binh-luan-2598004,Quận 10,7.2,7.0
